id,name,base_experience,height,weight,speed,hp,attack,defense,special-attack,special-defense,forms,species,is_default,pokemon_order,type1,type2,ability1,ability2,ability3,base_happiness,capture_rate,color,evolves_from_species,forms_switchable,generation,growth_rate,habitat,has_gender_differences,hatch_counter,is_baby,is_legendary,is_mythical,species_order,pal_park_encounters,shape,varieties,egg_group1,egg_group2,%_female,%_male
218,slugma,50.0,7,350,20,40,40,40,70,40,slugma,slugma,True,316,fire,,magma-armor,flame-body,weak-armor,70,190,red,,False,2,medium,mountain,False,20.0,False,False,False,249,mountain,squiggle,['slugma'],indeterminate,,50.0,50.0
219,magcargo,151.0,8,550,30,60,50,120,90,80,magcargo,magcargo,True,317,fire,rock,magma-armor,flame-body,weak-armor,70,75,red,slugma,False,2,medium,mountain,False,20.0,False,False,False,250,mountain,squiggle,['magcargo'],indeterminate,,50.0,50.0
220,swinub,50.0,4,65,50,50,50,40,30,30,swinub,swinub,True,318,ice,ground,oblivious,snow-cloak,thick-fat,50,225,brown,,False,2,slow,cave,False,20.0,False,False,False,251,mountain,quadruped,['swinub'],ground,,50.0,50.0
221,piloswine,158.0,11,558,50,100,100,80,60,60,piloswine,piloswine,True,319,ice,ground,oblivious,snow-cloak,thick-fat,50,75,brown,swinub,False,2,slow,cave,True,20.0,False,False,False,252,mountain,quadruped,['piloswine'],ground,,50.0,50.0
222,corsola,144.0,6,50,35,65,55,95,65,95,corsola,corsola,True,321,water,rock,hustle,natural-cure,regenerator,50,60,pink,,False,2,fast,sea,False,20.0,False,False,False,254,sea,armor,"['corsola', 'corsola-galar']",water1,water3,75.0,25.0
10173,corsola-galar,144.0,6,5,30,60,55,100,65,100,corsola-galar,corsola,False,322,ghost,,weak-armor,cursed-body,,50,60,pink,,False,2,fast,sea,False,20.0,False,False,False,254,sea,armor,"['corsola', 'corsola-galar']",water1,water3,75.0,25.0
223,remoraid,60.0,6,120,65,35,65,35,65,35,remoraid,remoraid,True,323,water,,hustle,sniper,moody,50,190,gray,,False,2,medium,sea,False,20.0,False,False,False,255,sea,fish,['remoraid'],water1,water2,50.0,50.0
224,octillery,168.0,9,285,45,75,105,75,105,75,octillery,octillery,True,324,water,,suction-cups,sniper,moody,50,75,red,remoraid,False,2,medium,sea,True,20.0,False,False,False,256,sea,tentacles,['octillery'],water1,water2,50.0,50.0
225,delibird,116.0,9,160,75,45,55,45,65,45,delibird,delibird,True,325,ice,flying,vital-spirit,hustle,insomnia,50,45,red,,False,2,fast,mountain,False,20.0,False,False,False,257,mountain,wings,['delibird'],water1,ground,50.0,50.0
226,mantine,170.0,21,2200,70,85,40,70,80,140,mantine,mantine,True,327,water,flying,swift-swim,water-absorb,water-veil,50,25,purple,mantyke,False,2,slow,sea,False,25.0,False,False,False,259,sea,wings,['mantine'],water1,,50.0,50.0
227,skarmory,163.0,17,505,70,65,80,140,40,70,skarmory,skarmory,True,328,steel,flying,keen-eye,sturdy,weak-armor,50,25,gray,,False,2,slow,rough-terrain,False,25.0,False,False,False,260,mountain,wings,['skarmory'],flying,,50.0,50.0
228,houndour,66.0,6,108,65,45,60,30,80,50,houndour,houndour,True,329,dark,fire,early-bird,flash-fire,unnerve,35,120,black,,False,2,slow,rough-terrain,False,20.0,False,False,False,261,mountain,quadruped,['houndour'],ground,,50.0,50.0
229,houndoom,175.0,14,350,95,75,90,50,110,80,houndoom,houndoom,True,330,dark,fire,early-bird,flash-fire,unnerve,35,45,black,houndour,True,2,slow,rough-terrain,True,20.0,False,False,False,262,mountain,quadruped,"['houndoom', 'houndoom-mega']",ground,,50.0,50.0
10048,houndoom-mega,210.0,19,495,115,75,90,90,140,90,houndoom-mega,houndoom,False,331,dark,fire,solar-power,,,35,45,black,houndour,True,2,slow,rough-terrain,True,20.0,False,False,False,262,mountain,quadruped,"['houndoom', 'houndoom-mega']",ground,,50.0,50.0
230,kingdra,270.0,18,1520,85,75,95,95,95,95,kingdra,kingdra,True,188,water,dragon,swift-swim,sniper,damp,50,45,blue,seadra,False,2,medium,sea,False,20.0,False,False,False,134,sea,blob,['kingdra'],water1,dragon,50.0,50.0
231,phanpy,66.0,5,335,40,90,60,60,40,40,phanpy,phanpy,True,332,ground,,pickup,sand-veil,,70,120,blue,,False,2,medium,rough-terrain,False,20.0,False,False,False,263,mountain,quadruped,['phanpy'],ground,,50.0,50.0
232,donphan,175.0,11,1200,50,90,120,120,60,60,donphan,donphan,True,333,ground,,sturdy,sand-veil,,70,60,gray,phanpy,False,2,medium,rough-terrain,True,20.0,False,False,False,264,mountain,quadruped,['donphan'],ground,,50.0,50.0
233,porygon2,180.0,6,325,60,85,80,90,105,95,porygon2,porygon2,True,226,normal,,trace,download,analytic,50,45,red,porygon,False,2,medium,urban,False,20.0,False,False,False,167,field,legs,['porygon2'],mineral,,0.0,0.0
234,stantler,163.0,14,712,85,73,95,62,85,65,stantler,stantler,True,334,normal,,intimidate,frisk,sap-sipper,70,45,brown,,False,2,slow,forest,False,20.0,False,False,False,265,field,quadruped,['stantler'],ground,,50.0,50.0
235,smeargle,88.0,12,580,75,55,20,35,20,45,smeargle,smeargle,True,335,normal,,own-tempo,technician,moody,70,45,white,,False,2,fast,urban,False,20.0,False,False,False,266,field,upright,['smeargle'],ground,,50.0,50.0
236,tyrogue,42.0,7,210,35,35,35,35,35,35,tyrogue,tyrogue,True,167,fighting,,guts,steadfast,vital-spirit,50,75,purple,,False,2,medium,urban,False,25.0,True,False,False,115,mountain,humanoid,['tyrogue'],no-eggs,,0.0,100.0
237,hitmontop,159.0,14,480,70,50,95,95,35,110,hitmontop,hitmontop,True,170,fighting,,intimidate,technician,steadfast,50,45,brown,tyrogue,False,2,medium,urban,False,25.0,False,False,False,118,mountain,upright,['hitmontop'],humanshape,,0.0,100.0
238,smoochum,61.0,4,60,65,45,30,15,85,65,smoochum,smoochum,True,199,ice,psychic,oblivious,forewarn,hydration,50,45,pink,,False,2,medium,urban,False,25.0,True,False,False,143,field,humanoid,['smoochum'],no-eggs,,100.0,0.0
239,elekid,72.0,6,235,95,45,63,37,65,55,elekid,elekid,True,201,electric,,static,vital-spirit,,50,45,yellow,,False,2,medium,grassland,False,25.0,True,False,False,145,mountain,humanoid,['elekid'],no-eggs,,25.0,75.0
240,magby,73.0,7,214,83,45,75,37,70,55,magby,magby,True,204,fire,,flame-body,vital-spirit,,50,45,red,,False,2,medium,mountain,False,25.0,True,False,False,148,mountain,upright,['magby'],no-eggs,,25.0,75.0
241,miltank,172.0,12,755,100,95,80,105,40,70,miltank,miltank,True,336,normal,,thick-fat,scrappy,sap-sipper,50,45,pink,,False,2,slow,grassland,False,20.0,False,False,False,267,field,upright,['miltank'],ground,,100.0,0.0
242,blissey,635.0,15,468,55,255,10,10,75,135,blissey,blissey,True,181,normal,,natural-cure,serene-grace,healer,140,30,pink,chansey,False,2,fast,urban,False,40.0,False,False,False,128,field,humanoid,['blissey'],fairy,,100.0,0.0
243,raikou,290.0,19,1780,115,90,85,75,115,100,raikou,raikou,True,337,electric,,pressure,inner-focus,,35,3,yellow,,False,2,slow,grassland,False,80.0,False,True,False,268,mountain,quadruped,['raikou'],no-eggs,,0.0,0.0
244,entei,290.0,21,1980,100,115,115,85,90,75,entei,entei,True,338,fire,,pressure,inner-focus,,35,3,brown,,False,2,slow,grassland,False,80.0,False,True,False,269,mountain,quadruped,['entei'],no-eggs,,0.0,0.0
245,suicune,290.0,20,1870,85,100,75,115,90,115,suicune,suicune,True,339,water,,pressure,inner-focus,,35,3,blue,,False,2,slow,grassland,False,80.0,False,True,False,270,mountain,quadruped,['suicune'],no-eggs,,0.0,0.0
246,larvitar,60.0,6,720,41,50,64,50,45,50,larvitar,larvitar,True,340,rock,ground,guts,sand-veil,,35,45,green,,False,2,slow,mountain,False,40.0,False,False,False,271,mountain,upright,['larvitar'],monster,,50.0,50.0
247,pupitar,144.0,12,1520,51,70,84,70,65,70,pupitar,pupitar,True,341,rock,ground,shed-skin,,,35,45,gray,larvitar,False,2,slow,mountain,False,40.0,False,False,False,272,mountain,squiggle,['pupitar'],monster,,50.0,50.0
248,tyranitar,300.0,20,2020,61,100,134,110,95,100,tyranitar,tyranitar,True,342,rock,dark,sand-stream,unnerve,,35,45,green,pupitar,True,2,slow,mountain,False,40.0,False,False,False,273,mountain,upright,"['tyranitar', 'tyranitar-mega']",monster,,50.0,50.0
10049,tyranitar-mega,315.0,25,2550,71,100,164,150,95,120,tyranitar-mega,tyranitar,False,343,rock,dark,sand-stream,,,35,45,green,pupitar,True,2,slow,mountain,False,40.0,False,False,False,273,mountain,upright,"['tyranitar', 'tyranitar-mega']",monster,,50.0,50.0
249,lugia,340.0,52,2160,110,106,90,130,90,154,lugia,lugia,True,344,psychic,flying,pressure,multiscale,,0,3,white,,False,2,slow,rare,False,120.0,False,True,False,274,mountain,wings,['lugia'],no-eggs,,0.0,0.0
250,ho-oh,340.0,38,1990,90,106,130,90,110,154,ho-oh,ho-oh,True,345,fire,flying,pressure,regenerator,,0,3,red,,False,2,slow,rare,False,120.0,False,True,False,275,mountain,wings,['ho-oh'],no-eggs,,0.0,0.0
251,celebi,300.0,6,50,100,100,100,100,100,100,celebi,celebi,True,346,psychic,grass,natural-cure,,,100,45,green,,False,2,medium-slow,forest,False,120.0,False,False,True,276,forest,humanoid,['celebi'],no-eggs,,0.0,0.0
252,treecko,62.0,5,50,70,40,45,35,65,55,treecko,treecko,True,347,grass,,overgrow,unburden,,50,45,green,,False,3,medium-slow,forest,False,20.0,False,False,False,277,forest,upright,['treecko'],monster,dragon,12.5,87.5
253,grovyle,142.0,9,216,95,50,65,45,85,65,grovyle,grovyle,True,348,grass,,overgrow,unburden,,50,45,green,treecko,False,3,medium-slow,forest,False,20.0,False,False,False,278,forest,upright,['grovyle'],monster,dragon,12.5,87.5
254,sceptile,265.0,17,522,120,70,85,65,105,85,sceptile,sceptile,True,349,grass,,overgrow,unburden,,50,45,green,grovyle,True,3,medium-slow,forest,False,20.0,False,False,False,279,forest,upright,"['sceptile', 'sceptile-mega']",monster,dragon,12.5,87.5
10065,sceptile-mega,284.0,19,552,145,70,110,75,145,85,sceptile-mega,sceptile,False,350,grass,dragon,lightning-rod,,,50,45,green,grovyle,True,3,medium-slow,forest,False,20.0,False,False,False,279,forest,upright,"['sceptile', 'sceptile-mega']",monster,dragon,12.5,87.5
255,torchic,62.0,4,25,45,45,60,40,70,50,torchic,torchic,True,351,fire,,blaze,speed-boost,,50,45,red,,False,3,medium-slow,grassland,True,20.0,False,False,False,280,field,legs,['torchic'],ground,,12.5,87.5
256,combusken,142.0,9,195,55,60,85,60,85,60,combusken,combusken,True,352,fire,fighting,blaze,speed-boost,,50,45,red,torchic,False,3,medium-slow,grassland,True,20.0,False,False,False,281,field,upright,['combusken'],ground,,12.5,87.5
257,blaziken,265.0,19,520,80,80,120,70,110,70,blaziken,blaziken,True,353,fire,fighting,blaze,speed-boost,,50,45,red,combusken,True,3,medium-slow,grassland,True,20.0,False,False,False,282,field,upright,"['blaziken', 'blaziken-mega']",ground,,12.5,87.5
10050,blaziken-mega,284.0,19,520,100,80,160,80,130,80,blaziken-mega,blaziken,False,354,fire,fighting,speed-boost,,,50,45,red,combusken,True,3,medium-slow,grassland,True,20.0,False,False,False,282,field,upright,"['blaziken', 'blaziken-mega']",ground,,12.5,87.5
258,mudkip,62.0,4,76,40,50,70,50,50,50,mudkip,mudkip,True,355,water,,torrent,damp,,50,45,blue,,False,3,medium-slow,waters-edge,False,20.0,False,False,False,283,pond,quadruped,['mudkip'],monster,water1,12.5,87.5
259,marshtomp,142.0,7,280,50,70,85,70,60,70,marshtomp,marshtomp,True,356,water,ground,torrent,damp,,50,45,blue,mudkip,False,3,medium-slow,waters-edge,False,20.0,False,False,False,284,pond,upright,['marshtomp'],monster,water1,12.5,87.5
260,swampert,268.0,15,819,60,100,110,90,85,90,swampert,swampert,True,357,water,ground,torrent,damp,,50,45,blue,marshtomp,True,3,medium-slow,waters-edge,False,20.0,False,False,False,285,pond,upright,"['swampert', 'swampert-mega']",monster,water1,12.5,87.5
10064,swampert-mega,286.0,19,1020,70,100,150,110,95,110,swampert-mega,swampert,False,358,water,ground,swift-swim,,,50,45,blue,marshtomp,True,3,medium-slow,waters-edge,False,20.0,False,False,False,285,pond,upright,"['swampert', 'swampert-mega']",monster,water1,12.5,87.5
261,poochyena,56.0,5,136,35,35,55,35,30,30,poochyena,poochyena,True,359,dark,,run-away,quick-feet,rattled,70,255,gray,,False,3,medium,grassland,False,15.0,False,False,False,286,field,quadruped,['poochyena'],ground,,50.0,50.0
262,mightyena,147.0,10,370,70,70,90,70,60,60,mightyena,mightyena,True,360,dark,,intimidate,quick-feet,moxie,70,127,gray,poochyena,False,3,medium,grassland,False,15.0,False,False,False,287,field,quadruped,['mightyena'],ground,,50.0,50.0
263,zigzagoon,56.0,4,175,60,38,30,41,30,41,zigzagoon,zigzagoon,True,361,normal,,pickup,gluttony,quick-feet,50,255,brown,,False,3,medium,grassland,False,15.0,False,False,False,288,field,quadruped,"['zigzagoon', 'zigzagoon-galar']",ground,,50.0,50.0
10174,zigzagoon-galar,56.0,4,175,60,38,30,41,30,41,zigzagoon-galar,zigzagoon,False,362,dark,normal,pickup,gluttony,quick-feet,50,255,brown,,False,3,medium,grassland,False,15.0,False,False,False,288,field,quadruped,"['zigzagoon', 'zigzagoon-galar']",ground,,50.0,50.0
264,linoone,147.0,5,325,100,78,70,61,50,61,linoone,linoone,True,363,normal,,pickup,gluttony,quick-feet,50,90,white,zigzagoon,False,3,medium,grassland,False,15.0,False,False,False,289,field,quadruped,"['linoone', 'linoone-galar']",ground,,50.0,50.0
10175,linoone-galar,147.0,5,325,100,78,70,61,50,61,linoone-galar,linoone,False,364,dark,normal,pickup,gluttony,quick-feet,50,90,white,zigzagoon,False,3,medium,grassland,False,15.0,False,False,False,289,field,quadruped,"['linoone', 'linoone-galar']",ground,,50.0,50.0
265,wurmple,56.0,3,36,20,45,45,35,20,30,wurmple,wurmple,True,365,bug,,shield-dust,run-away,,70,255,red,,False,3,medium,forest,False,15.0,False,False,False,290,forest,armor,['wurmple'],bug,,50.0,50.0
266,silcoon,72.0,6,100,15,50,35,55,25,25,silcoon,silcoon,True,366,bug,,shed-skin,,,70,120,white,wurmple,False,3,medium,forest,False,15.0,False,False,False,291,forest,ball,['silcoon'],bug,,50.0,50.0
267,beautifly,178.0,10,284,65,60,70,50,100,50,beautifly,beautifly,True,367,bug,flying,swarm,rivalry,,70,45,yellow,silcoon,False,3,medium,forest,True,15.0,False,False,False,292,forest,bug-wings,['beautifly'],bug,,50.0,50.0
268,cascoon,72.0,7,115,15,50,35,55,25,25,cascoon,cascoon,True,368,bug,,shed-skin,,,70,120,purple,wurmple,False,3,medium,forest,False,15.0,False,False,False,293,forest,ball,['cascoon'],bug,,50.0,50.0
269,dustox,173.0,12,316,65,60,50,70,50,90,dustox,dustox,True,369,bug,poison,shield-dust,compound-eyes,,70,45,green,cascoon,False,3,medium,forest,True,15.0,False,False,False,294,forest,bug-wings,['dustox'],bug,,50.0,50.0
270,lotad,44.0,5,26,30,40,30,30,40,50,lotad,lotad,True,370,water,grass,swift-swim,rain-dish,own-tempo,50,255,green,,False,3,medium-slow,waters-edge,False,15.0,False,False,False,295,pond,armor,['lotad'],water1,plant,50.0,50.0
271,lombre,119.0,12,325,50,60,50,50,60,70,lombre,lombre,True,371,water,grass,swift-swim,rain-dish,own-tempo,50,120,green,lotad,False,3,medium-slow,waters-edge,False,15.0,False,False,False,296,pond,humanoid,['lombre'],water1,plant,50.0,50.0
272,ludicolo,240.0,15,550,70,80,70,70,90,100,ludicolo,ludicolo,True,372,water,grass,swift-swim,rain-dish,own-tempo,50,45,green,lombre,False,3,medium-slow,waters-edge,True,15.0,False,False,False,297,pond,humanoid,['ludicolo'],water1,plant,50.0,50.0
273,seedot,44.0,5,40,30,40,40,50,30,30,seedot,seedot,True,373,grass,,chlorophyll,early-bird,pickpocket,50,255,brown,,False,3,medium-slow,forest,False,15.0,False,False,False,298,forest,legs,['seedot'],ground,plant,50.0,50.0
274,nuzleaf,119.0,10,280,60,70,70,40,60,40,nuzleaf,nuzleaf,True,374,grass,dark,chlorophyll,early-bird,pickpocket,50,120,brown,seedot,False,3,medium-slow,forest,True,15.0,False,False,False,299,forest,humanoid,['nuzleaf'],ground,plant,50.0,50.0
275,shiftry,240.0,13,596,80,90,100,60,90,60,shiftry,shiftry,True,375,grass,dark,chlorophyll,early-bird,pickpocket,50,45,brown,nuzleaf,False,3,medium-slow,forest,True,15.0,False,False,False,300,forest,humanoid,['shiftry'],ground,plant,50.0,50.0
276,taillow,54.0,3,23,85,40,55,30,30,30,taillow,taillow,True,376,normal,flying,guts,scrappy,,70,200,blue,,False,3,medium-slow,grassland,False,15.0,False,False,False,301,field,wings,['taillow'],flying,,50.0,50.0
277,swellow,159.0,7,198,125,60,85,60,75,50,swellow,swellow,True,377,normal,flying,guts,scrappy,,70,45,blue,taillow,False,3,medium-slow,grassland,False,15.0,False,False,False,302,field,wings,['swellow'],flying,,50.0,50.0
278,wingull,54.0,6,95,85,40,30,30,55,30,wingull,wingull,True,378,water,flying,keen-eye,hydration,rain-dish,50,190,white,,False,3,medium,sea,False,20.0,False,False,False,303,sea,wings,['wingull'],water1,flying,50.0,50.0
279,pelipper,154.0,12,280,65,60,50,100,95,70,pelipper,pelipper,True,379,water,flying,keen-eye,drizzle,rain-dish,50,45,yellow,wingull,False,3,medium,sea,False,20.0,False,False,False,304,sea,wings,['pelipper'],water1,flying,50.0,50.0
280,ralts,40.0,4,66,40,28,25,25,45,35,ralts,ralts,True,380,psychic,fairy,synchronize,trace,telepathy,35,235,white,,False,3,slow,urban,False,20.0,False,False,False,305,field,humanoid,['ralts'],humanshape,indeterminate,50.0,50.0
281,kirlia,97.0,8,202,50,38,35,35,65,55,kirlia,kirlia,True,381,psychic,fairy,synchronize,trace,telepathy,35,120,white,ralts,False,3,slow,urban,False,20.0,False,False,False,306,field,humanoid,['kirlia'],humanshape,indeterminate,50.0,50.0
282,gardevoir,259.0,16,484,80,68,65,65,125,115,gardevoir,gardevoir,True,382,psychic,fairy,synchronize,trace,telepathy,35,45,white,kirlia,True,3,slow,urban,False,20.0,False,False,False,307,field,humanoid,"['gardevoir', 'gardevoir-mega']",humanshape,indeterminate,50.0,50.0
10051,gardevoir-mega,278.0,16,484,100,68,85,65,165,135,gardevoir-mega,gardevoir,False,383,psychic,fairy,pixilate,,,35,45,white,kirlia,True,3,slow,urban,False,20.0,False,False,False,307,field,humanoid,"['gardevoir', 'gardevoir-mega']",humanshape,indeterminate,50.0,50.0
283,surskit,54.0,5,17,65,40,30,32,50,52,surskit,surskit,True,386,bug,water,swift-swim,rain-dish,,70,200,blue,,False,3,medium,waters-edge,False,15.0,False,False,False,309,pond,armor,['surskit'],water1,bug,50.0,50.0
284,masquerain,159.0,8,36,80,70,60,62,100,82,masquerain,masquerain,True,387,bug,flying,intimidate,unnerve,,70,75,blue,surskit,False,3,medium,waters-edge,False,15.0,False,False,False,310,pond,bug-wings,['masquerain'],water1,bug,50.0,50.0
285,shroomish,59.0,4,45,35,60,40,60,40,60,shroomish,shroomish,True,388,grass,,effect-spore,poison-heal,quick-feet,70,255,brown,,False,3,fast-then-very-slow,forest,False,15.0,False,False,False,311,forest,legs,['shroomish'],fairy,plant,50.0,50.0
286,breloom,161.0,12,392,70,60,130,80,60,60,breloom,breloom,True,389,grass,fighting,effect-spore,poison-heal,technician,70,90,green,shroomish,False,3,fast-then-very-slow,forest,False,15.0,False,False,False,312,forest,upright,['breloom'],fairy,plant,50.0,50.0
287,slakoth,56.0,8,240,30,60,60,60,35,35,slakoth,slakoth,True,390,normal,,truant,,,70,255,brown,,False,3,slow,forest,False,15.0,False,False,False,313,forest,quadruped,['slakoth'],ground,,50.0,50.0
288,vigoroth,154.0,14,465,90,80,80,80,55,55,vigoroth,vigoroth,True,391,normal,,vital-spirit,,,70,120,white,slakoth,False,3,slow,forest,False,15.0,False,False,False,314,forest,upright,['vigoroth'],ground,,50.0,50.0
289,slaking,252.0,20,1305,100,150,160,100,95,65,slaking,slaking,True,392,normal,,truant,,,70,45,brown,vigoroth,False,3,slow,forest,False,15.0,False,False,False,315,forest,humanoid,['slaking'],ground,,50.0,50.0
290,nincada,53.0,5,55,40,31,45,90,30,30,nincada,nincada,True,393,bug,ground,compound-eyes,run-away,,50,255,gray,,False,3,slow-then-very-fast,forest,False,15.0,False,False,False,316,forest,armor,['nincada'],bug,,50.0,50.0
291,ninjask,160.0,8,120,160,61,90,45,50,50,ninjask,ninjask,True,394,bug,flying,speed-boost,infiltrator,,50,120,yellow,nincada,False,3,slow-then-very-fast,forest,False,15.0,False,False,False,317,forest,bug-wings,['ninjask'],bug,,50.0,50.0
292,shedinja,83.0,8,12,40,1,90,45,30,30,shedinja,shedinja,True,395,bug,ghost,wonder-guard,,,50,45,brown,nincada,False,3,slow-then-very-fast,forest,False,15.0,False,False,False,318,forest,blob,['shedinja'],mineral,,0.0,0.0
293,whismur,48.0,6,163,28,64,51,23,51,23,whismur,whismur,True,396,normal,,soundproof,rattled,,50,190,pink,,False,3,medium-slow,cave,False,20.0,False,False,False,319,mountain,upright,['whismur'],monster,ground,50.0,50.0
294,loudred,126.0,10,405,48,84,71,43,71,43,loudred,loudred,True,397,normal,,soundproof,scrappy,,50,120,blue,whismur,False,3,medium-slow,cave,False,20.0,False,False,False,320,mountain,upright,['loudred'],monster,ground,50.0,50.0
295,exploud,245.0,15,840,68,104,91,63,91,73,exploud,exploud,True,398,normal,,soundproof,scrappy,,50,45,blue,loudred,False,3,medium-slow,cave,False,20.0,False,False,False,321,mountain,upright,['exploud'],monster,ground,50.0,50.0
296,makuhita,47.0,10,864,25,72,60,30,20,30,makuhita,makuhita,True,399,fighting,,thick-fat,guts,sheer-force,70,180,yellow,,False,3,fast-then-very-slow,mountain,False,20.0,False,False,False,322,mountain,humanoid,['makuhita'],humanshape,,25.0,75.0
297,hariyama,166.0,23,2538,50,144,120,60,40,60,hariyama,hariyama,True,400,fighting,,thick-fat,guts,sheer-force,70,200,brown,makuhita,False,3,fast-then-very-slow,mountain,False,20.0,False,False,False,323,mountain,humanoid,['hariyama'],humanshape,,25.0,75.0
298,azurill,38.0,2,20,20,50,20,40,20,40,azurill,azurill,True,277,normal,fairy,thick-fat,huge-power,sap-sipper,50,150,blue,,False,3,fast,waters-edge,False,10.0,True,False,False,211,pond,legs,['azurill'],no-eggs,,75.0,25.0
299,nosepass,75.0,10,970,30,30,45,135,45,90,nosepass,nosepass,True,401,rock,,sturdy,magnet-pull,sand-force,70,255,gray,,False,3,medium,cave,False,20.0,False,False,False,324,mountain,humanoid,['nosepass'],mineral,,50.0,50.0
300,skitty,52.0,6,110,50,50,45,45,35,35,skitty,skitty,True,403,normal,,cute-charm,normalize,wonder-skin,70,255,pink,,False,3,fast,forest,False,15.0,False,False,False,326,field,quadruped,['skitty'],ground,fairy,75.0,25.0
301,delcatty,140.0,11,326,90,70,65,65,55,55,delcatty,delcatty,True,404,normal,,cute-charm,normalize,wonder-skin,70,60,purple,skitty,False,3,fast,forest,False,15.0,False,False,False,327,field,quadruped,['delcatty'],ground,fairy,75.0,25.0
302,sableye,133.0,5,110,50,50,75,75,65,65,sableye,sableye,True,405,dark,ghost,keen-eye,stall,prankster,35,45,purple,,True,3,medium-slow,cave,False,25.0,False,False,False,328,mountain,humanoid,"['sableye', 'sableye-mega']",humanshape,,50.0,50.0
10066,sableye-mega,168.0,5,1610,20,50,85,125,85,115,sableye-mega,sableye,False,406,dark,ghost,magic-bounce,,,35,45,purple,,True,3,medium-slow,cave,False,25.0,False,False,False,328,mountain,humanoid,"['sableye', 'sableye-mega']",humanshape,,50.0,50.0
303,mawile,133.0,6,115,50,50,85,85,55,55,mawile,mawile,True,407,steel,fairy,hyper-cutter,intimidate,sheer-force,50,45,black,,True,3,fast,cave,False,20.0,False,False,False,329,mountain,humanoid,"['mawile', 'mawile-mega']",ground,fairy,50.0,50.0
10052,mawile-mega,168.0,10,235,50,50,105,125,55,95,mawile-mega,mawile,False,408,steel,fairy,huge-power,,,50,45,black,,True,3,fast,cave,False,20.0,False,False,False,329,mountain,humanoid,"['mawile', 'mawile-mega']",ground,fairy,50.0,50.0
304,aron,66.0,4,600,30,50,70,100,40,40,aron,aron,True,409,steel,rock,sturdy,rock-head,heavy-metal,35,180,gray,,False,3,slow,mountain,False,35.0,False,False,False,330,mountain,quadruped,['aron'],monster,,50.0,50.0
305,lairon,151.0,9,1200,40,60,90,140,50,50,lairon,lairon,True,410,steel,rock,sturdy,rock-head,heavy-metal,35,90,gray,aron,False,3,slow,mountain,False,35.0,False,False,False,331,mountain,quadruped,['lairon'],monster,,50.0,50.0
306,aggron,265.0,21,3600,50,70,110,180,60,60,aggron,aggron,True,411,steel,rock,sturdy,rock-head,heavy-metal,35,45,gray,lairon,True,3,slow,mountain,False,35.0,False,False,False,332,mountain,upright,"['aggron', 'aggron-mega']",monster,,50.0,50.0
10053,aggron-mega,284.0,22,3950,50,70,140,230,60,80,aggron-mega,aggron,False,412,steel,,filter,,,35,45,gray,lairon,True,3,slow,mountain,False,35.0,False,False,False,332,mountain,upright,"['aggron', 'aggron-mega']",monster,,50.0,50.0
307,meditite,56.0,6,112,60,30,40,55,40,55,meditite,meditite,True,413,fighting,psychic,pure-power,telepathy,,70,180,blue,,False,3,medium,mountain,True,20.0,False,False,False,333,mountain,humanoid,['meditite'],humanshape,,50.0,50.0
308,medicham,144.0,13,315,80,60,60,75,60,75,medicham,medicham,True,414,fighting,psychic,pure-power,telepathy,,70,90,red,meditite,True,3,medium,mountain,True,20.0,False,False,False,334,mountain,humanoid,"['medicham', 'medicham-mega']",humanshape,,50.0,50.0
10054,medicham-mega,179.0,13,315,100,60,100,85,80,85,medicham-mega,medicham,False,415,fighting,psychic,pure-power,,,70,90,red,meditite,True,3,medium,mountain,True,20.0,False,False,False,334,mountain,humanoid,"['medicham', 'medicham-mega']",humanshape,,50.0,50.0
309,electrike,59.0,6,152,65,40,45,40,65,40,electrike,electrike,True,416,electric,,static,lightning-rod,minus,50,120,green,,False,3,slow,grassland,False,20.0,False,False,False,335,field,quadruped,['electrike'],ground,,50.0,50.0
310,manectric,166.0,15,402,105,70,75,60,105,60,manectric,manectric,True,417,electric,,static,lightning-rod,minus,50,45,yellow,electrike,True,3,slow,grassland,False,20.0,False,False,False,336,field,quadruped,"['manectric', 'manectric-mega']",ground,,50.0,50.0
10055,manectric-mega,201.0,18,440,135,70,75,80,135,80,manectric-mega,manectric,False,418,electric,,intimidate,,,50,45,yellow,electrike,True,3,slow,grassland,False,20.0,False,False,False,336,field,quadruped,"['manectric', 'manectric-mega']",ground,,50.0,50.0
311,plusle,142.0,4,42,95,60,50,40,85,75,plusle,plusle,True,419,electric,,plus,lightning-rod,,70,200,yellow,,False,3,medium,grassland,False,20.0,False,False,False,337,field,upright,['plusle'],fairy,,50.0,50.0
312,minun,142.0,4,42,95,60,40,50,75,85,minun,minun,True,420,electric,,minus,volt-absorb,,70,200,yellow,,False,3,medium,grassland,False,20.0,False,False,False,338,field,upright,['minun'],fairy,,50.0,50.0
313,volbeat,151.0,7,177,85,65,73,75,47,85,volbeat,volbeat,True,421,bug,,illuminate,swarm,prankster,70,150,gray,,False,3,slow-then-very-fast,forest,False,15.0,False,False,False,339,mountain,upright,['volbeat'],bug,humanshape,0.0,100.0
314,illumise,151.0,6,177,85,65,47,75,73,85,illumise,illumise,True,422,bug,,oblivious,tinted-lens,prankster,70,150,purple,,False,3,fast-then-very-slow,forest,False,15.0,False,False,False,340,mountain,humanoid,['illumise'],bug,humanshape,100.0,0.0
